Description,SKU,Name,DisplayName,FranchisePrice,RetailPrice,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode
EB Fog Gray 1mm,EB-0000331,EB Fog Gray 1mm,Fog Grey,0.193,0.888,LF,EB,EDGBANDING SERVICES,2425,5,0.039,1037,126600,1020
EB Gotta Havit 1mm,EB-0000332,EB Gotta Havit 1mm,Gotta Havit,0.3,1.38,LF,EB,EDGBANDING SERVICES,5121,5,0.039,1037,129640,1020
EB Hardrock Maple 1mm,EB-0000333,EB Hardrock Maple 1mm,Hardrock Maple,0.198,0.911,LF,EB,EDGBANDING SERVICES,4125,5,0.039,1037,132020,1020
EB Neg in Geneva 1mm,EB-0000334,EB Negotiating in Geneva 1mm,Negotiating In Geneva,0.23,1.058,LF,EB,EDGBANDING SERVICES,1518,5,0.039,1037,150200,1020
EB Witchcraft 1mm,EB-0000335,EB Witchcraft 1mm,Witchcraft,0.32,1.472,LF,EB,EDGBANDING SERVICES,4887,5,0.039,1037,150350,1020
EB Nutmeg Cherry 1mm,EB-0000336,EB Nutmeg Cherry 1mm,Nutmeg Cherry,0.388,1.785,LF,EB,EDGBANDING SERVICES,4275,5,0.039,1037,150850,1020
EB Opto Printatre 1mm,EB-0000337,EB Opto Printatre 1mm,Opto Printatre,0.352,1.619,LF,EB,EDGBANDING SERVICES,3248,5,0.039,1037,123067,1020
EB Oxford White 1mm,EB-0000338,EB Oxford White 1mm,Oxford White,0.193,0.888,LF,EB,EDGBANDING SERVICES,2001,5,0.039,1037,110100,1020
EB Peach Cobbler 1mm,EB-0000339,EB Peach Cobbler 1mm,Peach Cobbler,0.284,1.306,LF,EB,EDGBANDING SERVICES,30147,5,0.039,1037,152180,1020
EB Pepperdust 1mm,EB-0000340,EB Pepperdust 1mm,Pepperdust,0.36,1.656,LF,EB,EDGBANDING SERVICES,2495,5,0.039,1037,156260,1020
EB Riviera Maple 1mm,EB-0000341,EB Riviera Maple 1mm,Riviera Maple,0.321,1.477,LF,EB,EDGBANDING SERVICES,3728,5,0.039,1037,159350,1020
EB Slate 1mm,EB-0000342,EB Slate 1mm,Slate,0.321,1.477,LF,EB,EDGBANDING SERVICES,2431,5,0.039,1037,162401,1020
EB Storm 1mm,EB-0000343,EB Storm 1mm,Storm,0.203,0.934,LF,EB,EDGBANDING SERVICES,2471,5,0.039,1037,162800,1020
EB Sunrise 1mm,EB-0000344,EB Sunrise 1mm,Sunrise,0.321,1.477,LF,EB,EDGBANDING SERVICES,4102,5,0.039,1037,162850,1020
EB Sunset 1mm,EB-0000345,EB Sunset 1mm,Sunset,0.262,1.205,LF,EB,EDGBANDING SERVICES,4101,5,0.039,1037,162860,1020
EB Tiramisu 1mm,EB-0000346,EB Tiramisu 1mm,Tiramisu,0.318,1.463,LF,EB,EDGBANDING SERVICES,30151,5,0.039,1037,165330,1020
EB Toasted Coconut 1mm,EB-0000347,EB Toasted Coconut 1mm,Toasted Coconut,0.321,1.477,LF,EB,EDGBANDING SERVICES,30152,5,0.039,1037,165580,1020
EB Trytoo Savatre 1mm,EB-0000348,EB Trytoo Savatre 1mm,Trytoo Savatre,0.284,1.306,LF,EB,EDGBANDING SERVICES,3245,5,0.039,1037,123064,1020
EB TL Black 1mm,EB-0000349,EB TL Black 1mm,TL Black,0.345,1.587,LF,EB,EDGBANDING SERVICES,2416AA,5,0.039,1037,165352,1020
EB SALT LAKESHORE OAK 1mm,EB-0000350,EB SALT Lakeshore Oak 1mm,S Lakeshore Oak,0.42,1.932,LF,EB,peterMANLUMBER,0,5,0.039,1037,164000,1020
EB SALT Antracite Linen 1mm,EB-0000351,EB SALT Antracite Linen 1mm,S Antracite Linen,0.42,1.932,LF,EB,PETERMANLUMBER,GSX7R,5,0.039,1037,164001,1020
EB SALT Bianco 1mm,EB-0000352,EB SALT Bianco 1mm,EB SALT Bianco 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GS68R,5,0.039,1037,164005,1020
EB SALT Bruciato 1mm,EB-0000353,EB SALT Bruciato 1mm,EB SALT Bruciato 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,SME005,5,0.039,1037,164007,1020
EB SALT Buff Linen 1mm,EB-0000354,EB SALT Buff Linen 1mm,EB SALT Buff Linen 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GS20M,5,0.039,1037,164009,1020
EB SALT Canyon Bleach 1mm,EB-0000355,EB SALT Canyon Bleach 1mm,S Canyon Bleach,0.42,1.932,LF,EB,PETERMANLUMBER,GSD23,5,0.039,1037,164010,1020
EB SALT Canyon Charcoal 1mm,EB-0000356,EB SALT Canyon Charcoal 1mm,EB SALT Canyon Charcoal 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSTM2,5,0.039,1037,164012,1020
EB SALT Canyon Oak 1mm,EB-0000357,EB SALT Canyon Oak 1mm,EB SALT Canyon Oak 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSD17,5,0.039,1037,164014,1020
EB SALT Canyon Walnut 1mm,EB-0000358,EB SALT Canyon Walnut 1mm,EB SALT Canyon Walnut 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSD18,5,0.039,1037,164016,1020
EB SALT Carbone 1mm,EB-0000359,EB SALT Carbone 1mm,EB SALT Carbone 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDH3,5,0.039,1037,164018,1020
EB SALT Eucalipto Brown 1mm,EB-0000360,EB SALT Eucalipto Brown 1mm,EB SALT Eucalipto Brown 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDB3,5,0.039,1037,164020,1020
EB SALT Eucalipto Dark 1mm,EB-0000361,EB SALT Eucalipto Dark 1mm,EB SALT Eucalipto Dark 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDB4,5,0.039,1037,164023,1020
EB SALT Eucalipto Grey 1mm,EB-0000362,EB SALT Eucalipto Grey 1mm,EB SALT Eucalipto Grey 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDB1,5,0.039,1037,164025,1020
EB SALT Eucalipto White 1mm,EB-0000363,EB SALT Eucalipto White 1mm,EB SALT Eucalipto White 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDB1,5,0.039,1037,164027,1020
EB SALT Fantasia 1mm,EB-0000364,EB SALT Fantasia 1mm,EB SALT Fantasia 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GS40R,5,0.039,1037,164030,1020
EB SALT Faro Oak 1mm,EB-0000365,EB SALT Faro Oak 1mm,EB SALT Faro Oak 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GS37M,5,0.039,1037,164035,1020
EB SALT Fumo 1mm,EB-0000366,EB SALT Fumo 1mm,EB SALT Fumo 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSP32,5,0.039,1037,164037,1020
EB SALT Mahnolia Linen 1mm,EB-0000367,EB SALT Mahnolia Linen 1mm,EB SALT Mahnolia Linen 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDE6,5,0.039,1037,164039,1020
EB SALT Maranello 1mm,EB-0000368,EB SALT Maranello 1mm,S Maranello,0.42,1.932,LF,EB,PETERMANLUMBER,GS61M,5,0.039,1037,164041,1020
EB SALT Moca 1mm,EB-0000369,EB SALT Moca 1mm,EB SALT Moca 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSP20,5,0.039,1037,164045,1020
EB SALT Noce Ribera 1mm,EB-0000370,EB SALT Noce Ribera 1mm,EB SALT Noce Ribera 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDF2,5,0.039,1037,164049,1020
EB SALT Olmo Cafe 1mm,EB-0000371,EB SALT Olmo Cafe 1mm,EB SALT Olmo Cafe 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,SM4584,5,0.039,1037,164055,1020
EB SALT Olmo Fume 1mm,EB-0000372,EB SALT Olmo Fume 1mm,EB SALT Olmo Fume 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,0,5,0.039,1037,164060,1020
EB SALT Olmo Miele 1mm,EB-0000373,EB SALT Olmo Miele 1mm,EB SALT Olmo Miele 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,SM4565,5,0.039,1037,164100,1020
EB SALT Palisandro Azuro 1mm,EB-0000374,EB SALT Palisandro Azuro 1mm,S Palisandro Azuro,0.42,1.932,LF,EB,PETERMANLUMBER,GSDF8,5,0.039,1037,164120,1020
EB SALT Palisandro Grigio 1mm,EB-0000375,EB SALT Palisandro Grigio 1mm,EB SALT Palisandro Grigio 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDF9,5,0.039,1037,164125,1020
EB SALT Palisandro Walnut 1mm,EB-0000376,EB SALT Palisandro Walnut 1mm,EB SALT Palisandro Walnut 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDF6,5,0.039,1037,164130,1020
EB SALT Pampas 1mm,EB-0000377,EB SALT Pampas 1mm,EB SALT Pampas 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,SMW006,5,0.039,1037,164140,1020
EB SALT Panna 1mm,EB-0000378,EB SALT Panna 1mm,S Panna,0.42,1.932,LF,EB,PETERMANLUMBER,GS98R,5,0.039,1037,164150,1020
EB SALT Rovere Agento 1mm,EB-0000379,EB SALT Rovere Agento 1mm,EB SALT Rovere Agento 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDH1,5,0.039,1037,164160,1020
EB SALT Rovere Grigio 1mm,EB-0000380,EB SALT Rovere Grigio 1mm,EB SALT Rovere Grigio 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDH2,5,0.039,1037,164170,1020
EB SALT Rovere Sabbia 1mm,EB-0000381,EB SALT Rovere Sabbia 1mm,EB SALT Rovere Sabbia 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSP01,5,0.039,1037,164175,1020
EB SALT Rustica 1mm,EB-0000382,EB SALT Rustica 1mm,EB SALT Rustica 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDF3,5,0.039,1037,164180,1020
EB SALT Rustic Oak 1mm,EB-0000383,EB SALT Rustic Oak 1mm,S Rustic Oak,0.42,1.932,LF,EB,PETERMANLUMBER,GSDF5,5,0.039,1037,164190,1020
EB SALT Sonoma 1mm,EB-0000384,EB SALT Sonoma 1mm,EB SALT Sonoma 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSD18,5,0.039,1037,164200,1020
EB SALT Taiga 1mm,EB-0000385,EB SALT Taiga 1mm,EB SALT Taiga 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,SMW004,5,0.039,1037,164210,1020
EB SALT Teak Scuro 1mm,EB-0000386,EB SALT Teak Scuro 1mm,EB SALT Teak Scuro 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSDE9,5,0.039,1037,164220,1020
EB SALT Uva 1mm,EB-0000387,EB SALT Uva 1mm,EB SALT Uva 1mm,0.42,1.932,LF,EB,PETERMANLUMBER,GSP25,5,0.039,1037,164250,1020
EB U CANVAS 15/16 1MM,EB-0000388,EB U Canvas 1mm,U Canvas,0.391,1.799,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,166660,1020
EB Fog Grey 3M 15/16 2425,EB-0000389,EB Fog Grey 3mm,Fog Grey,0.598,2.751,LF,EB,EDGEBANDING SERVICES,0,5,0.118,3030,126600,1020
EB Oxford White 1 5/16 1mm,EB-0000390,EB Oxford White H1313 1mm,Oxford White,0.296,1.362,LF,EB,REHAU,0,5,0.039,3047,110100,1020
EB TL Absolute Acajou 1mm,EB-0000391,EB TL Absolute Acajou 1mm,TL Absolute Acajou,0.269,1.237,LF,EB,EDGEBANDING SERVICES,8310AA,5,0.039,1037,165350,1020
EB TL Aimtoo Savatre 1mm,EB-0000392,EB TL Aimtoo Savatre 1mm,TL Aimtoo Savatre,0.378,1.739,LF,EB,EDGEBANDING SERVICES,3446AA,5,0.039,1037,165351,1020
EB TL Exquisite Elm 1mm,EB-0000393,EB TL Exquisite Elm 1mm,TL Exquisite Elm,0.321,1.477,LF,EB,EDGEBANDING SERVICES,8312AA,5,0.039,1037,165353,1020
EB TL Kona Blend 1mm,EB-0000394,EB TL Kona Blend 1mm,TL Kona Blend,0.38,1.748,LF,EB,EDGEBANDING SERVICES,3095AA,5,0.039,1037,165360,1020
EB TL Looks Likatre 1mm,EB-0000395,EB TL Looks Likatre 1mm,TL Looks Likatre,0.269,1.237,LF,EB,EDGEBANDING SERVICES,8578TFA,5,0.039,1037,165354,1020
EB TL Opto Printatre 1mm,EB-0000396,EB TL Opto Printatre 1mm,TL Opto Printatre,0.321,1.477,LF,EB,EDGEBANDING SERVICES,3248AA,5,0.039,1037,165355,1020
EB TL Opulant Olmo 1mm,EB-0000397,EB TL Opulant Olmo 1mm,TL Opulant Olmo,0.321,1.477,LF,EB,EDGEBANDING SERVICES,8311AA,5,0.039,1037,165356,1020
EB TL OXFORD WHITE 1MM,EB-0000398,EB TL Oxford White 1mm,TL Oxford White,0.319,1.467,LF,EB,EDGEBANDING SERVICES,2001AA,5,0.039,1037,165357,1020
EB TL Trytoo Savatre 1mm,EB-0000399,EB TL Trytoo Savatre 1mm,TL Trytoo Savatre,0.284,1.306,LF,EB,EDGEBANDING SERVICES,3245AA,5,0.039,1037,165358,1020
EB Afternoon Shw 1mm,EB-0000400,EB Afternoon Shw 1mm,Afternoon Showers,0.262,1.205,LF,EB,EDGBANDING SERVICES,5123,5,0.039,1037,111250,1020
EB Gunstock Walnut 1mm,EB-0000401,EB Gunstock Walnut 1mm,Gunstock Walnut,0.262,1.205,LF,EB,EDGBANDING SERVICES,5139,5,0.039,1037,129850,1020
EB Select Walnut 1mm,EB-0000402,EB Select Walnut 1mm,Select Walnut,0.28,1.288,LF,EB,EDGBANDING SERVICES,3113,5,0.039,1037,162210,1020
EB Mahogany 1mm,EB-0000403,EB Mahogany 1mm,Mahogany,0.262,1.205,LF,EB,EDGBANDING SERVICES,3645,5,0.039,1037,147010,1020
EB Mahogany Imp 1mm,EB-0000404,EB Mahogany Impression 1mm,Mahogany Impression,0.209,0.961,LF,EB,EDGBANDING SERVICES,4726,5,0.039,1037,147030,1020
EB U COASTAL PEAR  1MM,EB-0000405,EB U Coastal Pear 1mm,EB U Coastal Pear 1mm,0.224,1.03,LF,EB,EDGBANDING SERVICES,4736,5,0.039,1037,166690,1020
EB U ESTEREL  1MM,EB-0000406,EB U Esterel 1mm,EB U Esterel 1mm,0.378,1.739,LF,EB,EDGBANDING SERVICES,30403E5M,5,0.039,1037,167007,1020
EB U MIMOSA  1MM,EB-0000408,EB U Minosa 1mm,EB U Minosa 1mm,0.224,1.03,LF,EB,EDGBANDING SERVICES,30399AAMTF,5,0.039,1037,167012,1020
EB U MISTRAL  1MM,EB-0000409,EB U Mistral 1mm,EB U Mistral 1mm,0.391,1.799,LF,EB,EDGBANDING SERVICES,30401,5,0.039,1037,167013,1020
EB U MONACO  1MM,EB-0000410,EB U Monaco 1mm,EB U Monaco 1mm,0.224,1.03,LF,EB,EDGBANDING SERVICES,30405E5MTF,5,0.039,1037,167014,1020
EB U NOVA WHITE  1MM,EB-0000411,EB U Nova White 1mm,EB U Nova White 1mm,0.224,1.03,LF,EB,EDGBANDING SERVICES,0,5,0.039,1037,167017,1020
EB Looks Likatre 1MM,EB-0000413,EB Looks Likatre 1mm,Looks Likatre,0.287,1.32,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,123060,1020
EB Mocha Cherry 1MM,EB-0000414,EB Mocha Cherry 1mm,Mocha Cherry,0.352,1.619,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,147450,1020
EB Willow Grey 1mm,EB-0000416,EB Willow Gray 1mm,Willow Grey,0.276,1.27,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,174360,1020
EB U CANNES 15/16 1MM,EB-0000417,EB U Cannes 1mm,U Cannes,0.31,1.426,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,166650,1020
EB U CANVAS 15/16 1MM,EB-0000418,EB U Cassis 1mm,U Cassis,0.391,1.799,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,166675,1020
EB U NIZZA 15/16 1MM,EB-0000419,EB U Nizza 1mm,U Nizza,0.367,1.688,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,167016,1020
EB U SKYE 15/16 1MM,EB-0000420,EB U Skye 1mm,U Skye,0.31,1.426,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,167021,1020
EB U CHINO 15/16 1MM,EB-0000421,EB U Chino Linen 1mm,U Chino,0.31,1.426,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,166680,1020
EB T SUNDAY BRUNCH 1MM,EB-0000422,EB T Sunday Brunch 1mm,T Sunday Brunch,0.35,1.61,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,107625,1020
EB T TEA FOR TWO 1MM,EB-0000423,EB T Tea For Two 1mm,T Tea For Two,0.35,1.61,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,107700,1020
EB CL Cool Grey Linen 1MM,EB-0000424,EB CL Cool Grey Linen 1mm,CL Cool Grey Linen,0.421,1.937,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,110860,1020
EB CL Rialto 1mm LM60,EB-0000425,EB CL Rialto 1mm,CL Rialto,0.421,1.937,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,110710,1020
EB MLX DEEP BLUE SM 1MM,EB-0000426,EB MLX Deep Blue SM 1mm,MLX Deep Blue Matte,0.35,1.61,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,109200,1020
EB OX WHIT FE .018 15/16 2001,EB-0000427,EB OX WHIT FE .018 15/16 2001,EB OX WHIT FE .018 15/16 2001,0.126,0.58,LF,EB,EDGEBANDING SERVICES,0,5,0.018,1030,110100,1020
EB OX WHITE 3M 15/16 2001,EB-0000428,EB OX WHITE 3M 15/16 2001,Oxford White,0.598,2.751,LF,EB,EDGEBANDING SERVICES,0,5,0.118,3030,110100,1020
EB U DRIFTWOOD 15/16 1MM,EB-0000429,EB U DRIFTWOOD 15/16 1MM,U Driftwood,0.28,1.288,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,167000,1020
EB MLX Graphite SM 1MM,EB-0000430,EB MLX Graphite SM 1MM,MLX Graphite,0.35,1.61,LF,EB,SPELLMAN,0,5,0.039,1037,109250,1020
EB MLX White SM 1MM,EB-0000431,EB MLX White SM 1MM,EB MLX White SM 1MM,0.35,1.61,LF,EB,SPELLMAN,0,5,0.039,1037,109500,1020
EB SALT Bianco White SM 1MM,EB-0000432,EB SALT Bianco White SM 1MM,S Bianco White,0.42,1.932,LF,EB,PETERMANLUMBER,0,5,0.039,1037,164006,1020
EB Alder Veneer 1MM,EB-0000433,EB Alder Veneer 1MM,Alder,0.35,1.61,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1039,808110,1020
EB OXFORD WHITE 1MM,EB-0000434,EB OXFORD WHITE 1MM,EB OXFORD WHITE 1MM,0.23,1.058,LF,EB,REHAU,0,5,0.039,1045,110100,1020
EB SUNSET CRUISE 1MM,EB-0000435,EB SUNSET CRUISE 1MM,Sunset Cruise,0.35,1.61,LF,EB,HARDWOODS,0,5,0.039,1037,107650,1020
Glass 1/8 Smoked Grylite II,GL-0000001,Glass 1/8 Smoked Grylite II,Glass 1/8 Smoked Grylite II,11.138,28.818,SF,GL,PRL GLASS,0,9,0.13,0,0,0
Glass 1/8 Frosted,GL-0000002,Glass 1/8 Frosted,Glass 1/8 Frosted,18.688,48.354,SF,GL,PRL GLASS,0,9,0.13,0,0,0
Glass 1/8 Clear Annealed,GL-0000003,Glass 1/8 Clear Annealed,Glass 1/8 Clear Annealed,3.875,10.027,SF,GL,PRL GLASS,0,9,0.13,0,0,0
Glass 1/4 Clear Annealed,GL-0000004,Glass 1/4 Clear Annealed,Glass 1/4 Clear Annealed,4.863,12.582,SF,GL,PRL GLASS,0,9,0.25,0,0,0
Glass 1/4 Clear Tempered,GL-0000005,Glass 1/4 Clear Tempered,Glass 1/4 Clear Tempered,4.863,12.582,SF,GL,PRL GLASS,0,9,0.25,0,0,0
Glass 3/8 Clear Annealed,GL-0000006,Glass 3/8 Clear Annealed,Glass 3/8 Clear Annealed,6.6,17.078,SF,GL,PRL GLASS,0,9,0.38,0,0,0
Glass 3/8 Clear Tempered,GL-0000007,Glass 3/8 Clear Tempered,Glass 3/8 Clear Tempered,8.163,21.12,SF,GL,PRL GLASS,0,9,0.38,0,0,0
Glass 1/2 Clear Annealed,GL-0000008,Glass 1/2 Clear Annealed,Glass 1/2 Clear Annealed,8.25,21.347,SF,GL,PRL GLASS,0,9,0.5,0,0,0
Glass 1/2 Clear Tempered,GL-0000009,Glass 1/2 Clear Tempered,Glass 1/2 Clear Tempered,9.825,25.422,SF,GL,PRL GLASS,0,9,0.5,0,0,0
Mirror 1/8 Clear,GL-0000010,Mirror 1/8 Clear,Mirror 1/8 Clear,5.625,14.555,SF,GL,PRL GLASS,0,9,0.13,0,0,0
Mirror 1/4 Clear,GL-0000011,Mirror 1/4 Clear,Mirror 1/4 Clear,6.5,16.819,SF,GL,PRL GLASS,0,9,0.25,0,0,0
Gentry Gray,GZ-0000001,Gentry Gray,,,0,QT,S,LOUIS,L-CAZ03486-QT,,,,,
Raw Umber,GZ-0000002,Raw Umber,,,0,QT,S,LOUIS,L-CAZ22030-RU-QT,,,,,
Van Dyke Brown,GZ-0000003,Van Dyke Brown,,,0,QT,S,LOUIS,L-CAZ22030-VDB-QT,,,,,
Draw Bolt,HW-0000001,Draw Bolt,Draw Bolt,0.528,1.822,EA,HW,HAFELE,262.93.952,6,1,0,0,0
CABLE TRUNK SINGLE J PVC BLACK,HW-0000002,CABLE TRUNK SINGLE J PVC BLACK,CABLE TRUNK SINGLE J PVC BLACK,12.65,43.643,EA,HW,HAFELE,829.15.302,6,1,0,0,0
BOLT STAR 1/4X2 EXPANSION ANC,HW-0000003,BOLT STAR 1/4X2 EXPANSION ANC,BOLT STAR 1/4X2 EXPANSION ANC,1.32,4.554,EA,HW,UKNOWN,0,6,1,0,0,0
Brace - Plastic Corner,HW-0000004,Brace - Plastic Corner,Brace - Plastic Corner,0.77,2.657,EA,HW,USINDUSTRIAL,71191693,6,1,0,0,0
File Rail - Aluminum L - 8ft,HW-0000005,File Rail - Aluminum L - 8ft,File Rail - Aluminum L - 8ft,4.587,15.825,LF,HW,INDUSTRIALMETAL,63A05006,6,1,0,0,0
Cap - Confirmat - White,HW-0000007,Cap - Confirmat - White,Cap - Confirmat - White,0.022,0.076,EA,HW,HAFELE,045.01.704,6,1,0,0,0
Cap - Screw - White,HW-0000009,Cap - Screw - White,Cap - Screw - White,0.033,0.114,EA,HW,HAFELE,045.22.700,6,1,0,0,0
Cap-Fast Cap - Almond,HW-0000010,Cap-Fast Cap - Almond,Cap-Fast Cap - Almond,0.033,0.114,EA,HW,HAFELE,045.23.400,6,1,0,0,0
CAP_FAST CAP_ ANTIQUE WHITE,HW-0000011,CAP_FAST CAP_ ANTIQUE WHITE,CAP_FAST CAP_ ANTIQUE WHITE,0.033,0.114,EA,HW,HAFELE,045.23.710,6,1,0,0,0
Cap - Fast Cap - White,HW-0000012,Cap - Fast Cap - White,Cap - Fast Cap - White,0.03,0.102,EA,HW,HAFELE,045.23.700,6,1,0,0,0
Cap-FastCap-Manitoba Maple,HW-0000013,Cap-FastCap-Manitoba Maple,Cap-FastCap-Manitoba Maple,0.033,0.114,EA,HW,HAFELE,045.23.110,6,1,0,0,0
Cap Fast Cap Alder Veneer 1040,HW-0000014,Cap Fast Cap Alder Veneer 1040,Cap Fast Cap Alder Veneer 1040,0.055,0.19,EA,HW,USINDUSTRIAL,7209ALD,6,1,0,0,0
Cap Fast Cap Maple Veneer 1040,HW-0000015,Cap Fast Cap Maple Veneer 1040,Cap Fast Cap Maple Veneer 1040,0.055,0.19,EA,HW,USINDUSTRIAL,7209MPL,6,1,0,0,0
Cap Fast Cap Red Oak Ven 1040,HW-0000016,Cap Fast Cap Red Oak Ven 1040,Cap Fast Cap Red Oak Ven 1040,0.055,0.19,EA,HW,USINDUSTRIAL,7209ROK,6,1,0,0,0
Caster Channel 2in,HW-0000017,Caster Channel 2in,Caster Channel 2in,0.055,0.19,EA,HW,USINDUSTRIAL,71482408U,6,1,0,0,0
Caster - Flat,HW-0000018,Caster - Flat,Caster - Flat,0.308,1.063,EA,HW,USINDUSTRIAL,71482408,6,1,0,0,0
"DOWEL WOOD 8X35MM 20,000",HW-0000019,"DOWEL WOOD 8X35MM 20,000","DOWEL WOOD 8X35MM 20,000",0.012,0.042,EA,HW,HAFELE,267.83.235,6,1,0,0,0
DOOR BUMPER 8M CLR,HW-0000022,DOOR BUMPER 8M CLR,DOOR BUMPER 8M CLR,0.032,0.11,EA,HW,HAFELE,356.21.428,6,1,0,0,0
FastCap Drawer Bumper Screw,HW-0000023,FastCap Drawer Bumper Screw,FastCap Drawer Bumper Screw,0.157,0.543,EA,HW,HAFELE,430.07.409,6,1,0,0,0
FastCap Drawer bumper,HW-0000024,FastCap Drawer bumper,FastCap Drawer bumper,1.32,4.554,EA,HW,HAFELE,430.07.400,6,1,0,0,0
HINGE BUTT 3 WAY ORB,HW-0000041,HINGE BUTT 3 WAY ORB,HINGE BUTT 3 WAY ORB,1.42,6.532,EA,HW,HARDWARE RES,33530DACM,6,1,0,0,0
HINGE BUTT 3 WAY ANT. BRASS,HW-0000043,HINGE BUTT 3 WAY ANT. BRASS,HINGE BUTT 3 WAY ANT. BRASS,1.18,5.428,EA,HW,HARDWARE RES,33530AB,6,1,0,0,0
HINGE BUTT 3 WAY WHT,HW-0000044,HINGE BUTT 3 WAY WHT,,1.44,6.624,EA,HW,HARDWARE RES,33530WH,6,1,,,
Hinge- Corner cabinet,HW-0000045,Hinge- Corner cabinet,Hinge- Corner cabinet,4.68,21.528,EA,HW,HAFELE,329.96.507,6,1,0,0,0
Hinge- Blind cabinet 95,HW-0000046,Hinge- Blind cabinet 95,Hinge- Blind cabinet 95,5.3,24.38,EA,HW,HAFELE,329.11.506,6,1,0,0,0
Hinge- 165 Half Ovrly,HW-0000047,Hinge- 165 Half Ovrly,Hinge- 165 Half Ovrly,6.34,29.164,EA,HW,HAFELE,329.07.618,6,1,0,0,0
Hinge- 165 Full Ovrly,HW-0000048,Hinge- 165 Full Ovrly,Hinge- 165 Full Ovrly,5.66,26.036,EA,HW,HAFELE,329.07.609,6,1,0,0,0
Hinge- 110 Full Overlay,HW-0000050,Hinge- 110 Full Overlay,Hinge- 110 Full Overlay,1.86,8.556,EA,HW,HAFELE,329.17.507,6,1,0,0,0
HINGE FLAP 90 NICK 342.66.709,HW-0000051,HINGE FLAP 90 NICK 342.66.709,HINGE FLAP 90 NICK 342.66.709,14.88,68.448,EA,HW,HAFELE,342.66.709,6,1,0,0,0
Hinge- 110 Standard (300),HW-0000053,Hinge- 110 Standard (300),Hinge- 110 Standard (300),1.86,8.556,EA,HW,HAFELE,329.17.516,6,1,0,0,0
Hinge 110 Half Ovrly Spingless,HW-0000054,Hinge 110 Half Ovrly Spingless,Hinge 110 Half Ovrly Spingless,2.8,12.88,EA,HW,HAFELE,329.16.519,6,1,0,0,0
Hinge- Iron A Way Piano Hinge,HW-0000055,Hinge- Iron A Way Piano Hinge,Hinge- Iron A Way Piano Hinge,54,248.4,EA,HW,IRONAWAY,1503,6,1,0,0,0
Hinge- Lucite Door,HW-0000056,Hinge- Lucite Door,Hinge- Lucite Door,6.54,30.084,EA,HW,HAFELE,329.21.511,6,1,0,0,0
HINGE BLUM FO SC B73B355,HW-0000058,HINGE BLUM FO SC B73B355,HINGE BLUM FO SC B73B355,7,32.2,EA,HW,LOUIS,B73B355,6,1,0,0,0
